0.000000000E0;1.355418419E1
4.000000000E-2;1.355201002E1
8.000000000E-2;1.355351847E1
1.200000000E-1;1.355507400E1
1.600000000E-1;1.355941920E1
2.000000000E-1;1.356016929E1
2.400000000E-1;1.357018778E1
2.800000000E-1;1.362771113E1
3.200000000E-1;1.368457056E1
3.600000000E-1;1.385445137E1
4.000000000E-1;1.406107479E1
4.400000000E-1;1.425916094E1
4.800000000E-1;1.456823112E1
5.200000000E-1;1.494528341E1
5.600000000E-1;1.530155737E1
6.000000000E-1;1.575648114E1
6.400000000E-1;1.618671829E1
6.800000000E-1;1.666851514E1
7.200000000E-1;1.715745597E1
7.600000000E-1;1.766119412E1
8.000000000E-1;1.810478761E1
8.400000000E-1;1.856935484E1
8.800000000E-1;1.906992150E1
9.200000000E-1;1.942499586E1
9.600000000E-1;1.981056165E1
1.000000000E0;2.013104865E1
1.040000000E0;2.046822560E1
1.080000000E0;2.067101686E1
1.120000000E0;2.088465562E1
1.160000000E0;2.102558182E1
1.200000000E0;2.110973769E1
1.240000000E0;2.111793348E1
1.280000000E0;2.105312492E1
1.320000000E0;2.099120937E1
1.360000000E0;2.084903528E1
1.400000000E0;2.068094975E1
1.440000000E0;2.049531688E1
1.480000000E0;2.028269419E1
1.520000000E0;2.006703679E1
1.560000000E0;1.988557164E1
1.600000000E0;1.960311849E1
1.640000000E0;1.929705969E1
1.680000000E0;1.907532353E1
1.720000000E0;1.877830439E1
1.760000000E0;1.855287231E1
1.800000000E0;1.828152000E1
1.840000000E0;1.793735318E1
1.880000000E0;1.771677592E1
1.920000000E0;1.752438155E1
1.960000000E0;1.734025783E1
2.000000000E0;1.712856148E1
2.040000000E0;1.697139783E1
2.080000000E0;1.685674638E1
2.120000000E0;1.675901852E1
2.160000000E0;1.668129705E1
2.200000000E0;1.665198245E1
2.240000000E0;1.664088443E1
2.280000000E0;1.665484445E1
2.320000000E0;1.666713886E1
2.360000000E0;1.669725210E1
2.400000000E0;1.673543603E1
2.440000000E0;1.680327387E1
2.480000000E0;1.688645715E1
2.520000000E0;1.697932088E1
2.560000000E0;1.707473677E1
2.600000000E0;1.718330950E1
2.640000000E0;1.735105500E1
2.680000000E0;1.745320710E1
2.720000000E0;1.756368667E1
2.760000000E0;1.768345468E1
2.840000000E0;1.789004875E1
2.880000000E0;1.803081859E1
2.920000000E0;1.810179990E1
2.960000000E0;1.822408562E1
3.000000000E0;1.828828831E1
3.040000000E0;1.837739701E1
3.080000000E0;1.841849151E1
3.120000000E0;1.845736328E1
3.160000000E0;1.850390406E1
3.200000000E0;1.854102497E1
3.240000000E0;1.856714943E1
3.280000000E0;1.857462554E1
3.320000000E0;1.857925183E1
3.360000000E0;1.858011746E1
3.400000000E0;1.858093486E1
3.440000000E0;1.858493013E1
3.480000000E0;1.858445616E1
3.520000000E0;1.858223636E1
3.560000000E0;1.858168254E1
3.600000000E0;1.858500679E1
3.640000000E0;1.858405483E1
3.680000000E0;1.858309641E1
3.720000000E0;1.858194206E1
3.760000000E0;1.858347854E1
